127.0.0.1 - - [12/Dec/2023:16:25:48 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:27:59 +0900] "GET /checkCheaper/login.jsp HTTP/1.1" 200 2050
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:07 +0900] "GET /checkCheaper/login_process.jsp?i_id=store002&i_pw=1234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:07 +0900] "GET /checkCheaper/dash.jsp?flag=0 HTTP/1.1" 200 6434
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:10 +0900] "GET /checkCheaper/store_inventory.jsp HTTP/1.1" 200 3503
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:14 +0900] "GET /checkCheaper/store_release.jsp HTTP/1.1" 200 3734
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:19 +0900] "GET /checkCheaper/store_inventory.jsp HTTP/1.1" 200 3503
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:33 +0900] "GET /checkCheaper/request_goods.jsp HTTP/1.1" 200 3801
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:38 +0900] "GET /checkCheaper/request_goods_btn.jsp?num=0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:28:38 +0900] "GET /checkCheaper/request_goods.jsp HTTP/1.1" 200 4362
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:29:02 +0900] "GET /checkCheaper/request_goods_btn.jsp?num=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:29:02 +0900] "GET /checkCheaper/request_goods.jsp HTTP/1.1" 200 4923
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:32 +0900] "GET /checkCheaper/request_goods_process.jsp?goodsName0=%EB%91%90%EB%A6%AC%EC%95%88&maker0=%EC%88%98%EC%9E%85%EC%82%B0&category0=%EA%B3%BC%EC%9D%BC&inputQuantity0=100&gradeLevel0=0&price0=5000&goodsCount2=&goodsName1=%EA%B8%88%EA%B7%A4&maker1=%EC%88%98%EC%9E%85%EC%82%B0&category1=%EA%B3%BC%EC%9D%BC&inputQuantity1=150&gradeLevel1=1&price1=4000&goodsCount2= HTTP/1.1" 200 3447
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:35 +0900] "GET /checkCheaper/dash.jsp?flag=0 HTTP/1.1" 200 6434
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:37 +0900] "GET /checkCheaper/login.jsp HTTP/1.1" 200 2050
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:46 +0900] "GET /checkCheaper/login_process.jsp?i_id=admin001&i_pw=1234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:46 +0900] "GET /checkCheaper/dash.jsp?flag=0 HTTP/1.1" 200 6208
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:49 +0900] "GET /checkCheaper/confirm_request_goods.jsp HTTP/1.1" 200 4722
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:54 +0900] "GET /checkCheaper/confirm_request_goods_process.jsp?btnFlag=1&RL_ID=0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:54 +0900] "GET /checkCheaper/confirm_request_goods.jsp HTTP/1.1" 200 4069
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:56 +0900] "GET /checkCheaper/confirm_request_goods_process.jsp?btnFlag=1&RL_ID=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:30:56 +0900] "GET /checkCheaper/confirm_request_goods.jsp HTTP/1.1" 200 3422
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:00 +0900] "GET /checkCheaper/dash.jsp?flag=0 HTTP/1.1" 200 6208
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:13 +0900] "POST /checkCheaper/dash_section_input_process.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:13 +0900] "GET /checkCheaper/dash.jsp?flag=1 HTTP/1.1" 200 8065
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:24 +0900] "POST /checkCheaper/dash_section_input_process.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:24 +0900] "GET /checkCheaper/dash.jsp?flag=1 HTTP/1.1" 200 8077
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:33 +0900] "GET /checkCheaper/dash.jsp?flag=0 HTTP/1.1" 200 6208
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:35 +0900] "GET /checkCheaper/login.jsp HTTP/1.1" 200 2050
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:43 +0900] "GET /checkCheaper/login_process.jsp?i_id=store002&i_pw=1234 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:43 +0900] "GET /checkCheaper/dash.jsp?flag=0 HTTP/1.1" 200 6434
0:0:0:0:0:0:0:1 - - [12/Dec/2023:16:31:47 +0900] "GET /checkCheaper/store_inventory.jsp HTTP/1.1" 200 5328
